Timestamp,Ward,Envelope Postmarked:,Language submitted in:,1. How happy do you feel right now?,2. How satisfied are you with your life in general?,3. How satisfied are you with Somerville as a place to live?,4. How satisfied are you with your neighborhood?,5. Do you feel the City is headed in the right direction or is it on the wrong track?,6a. How would you rate the availability of information about city services?,6b. How would you rate the cost of housing?,6c. How would you rate the overall quality of public schools?,6d. How would you rate your trust in the local police?,6e. How would you rate the maintenance of streets and sidewalks?,6f. How would you rate the availability of social community events?,"7. In the past year, have you used 311 (via phone, online, etc)?","8. In the past year, did you attend a City led meeting?",9. How safe do you feel crossing a busy street in Somerville?,10. How convenient is it for you to get where you want to go? ,11. How safe do you feel walking in your neighborhood at night?,12. How satisfied are you with the appearance of parks and squares in your neighborhood?,13. How satisfied are you with the beauty or physical setting of your neighborhood?,14. How satisfied are you with the condition of your housing?,"15. In the past year, how satisfied were you with your ability to access City services?",1. What is your gender ,What is your age?,3. What language(s) do you speak at home?,4. What is your race or ethnicity?,5. Do you identify as having a disability and/or physical impairment that substantially limits one or more of your major activities?,6. Do you have children age 18 or younger who live with you?,7. Describe your housing status in Somerville.,8a. Do you plan to move away from Somerville in the next two years?,"8b. If yes, why?",9. What is your annual household income?,10. Are you a student?,11. How long have you lived in Somerville?,12. What is your primary mode of transportation? ,Any comments?
2021/07/14 9:21:16 AM EST,6,5/28/21,English,8,8,9,9,Right direction,4,2,3,3,3,4,No,No,4,8,7,8,9,8,8,Female,37,english,White,No,No,Rent,No,,"$25,000 to $49,999",No,approx. 10 years,Walk;Public transit,
2021/07/14 9:23:34 AM EST,4,5/29/21,English,10,9,10,10,Right direction,4,3,5,4,3,3,"Yes, more than once",No,8,8,7,10,7,8,8,Male,38,English,White,No,No,Own,No,,"$200,000 or more",No,10 years,Walk;Car,
2021/07/14 9:26:17 AM EST,3,5/29/21,English,5,6,8,8,Right direction,3,4,3,2,3,3,"Yes, more than once",No,5,6,6,7,7,6,7,Male,93,,,No,No,Own,No,,"$25,000 to $49,999",No,77 yrs,Walk;Public transit;Car,
2021/07/14 9:33:12 AM EST,6,5/29/21,English,3,5,5,4,Not sure,,,,,,,"Yes, once",No,8,9,8,7,6,8,9,Female,32,English,White,No,No,Rent,Yes,To buy a house,"$100,000 to $149,999",No,2 years,Walk;Bike;Public transit;Car,
2021/07/14 9:37:08 AM EST,6,5/29/21,English,8,8,8,6,Wrong track,4,3,,5,2,4,"Yes, more than once",No,2,5,10,9,9,10,9,Male,57,English,White,Yes,No,Own,No,,"$75,000 to $99,999",No,15 years,Walk;Public transit,
2021/07/14 9:40:06 AM EST,5,5/29/21,English,8,9,8,7,Right direction,3,4,3,3,2,4,"Yes, more than once",,5,8,7,8,8,6,5,Female,50,English,White,No,No,Own,No,,"$10,000 to $24,999",No,15 yo.,Walk;Car,
2021/07/14 9:46:19 AM EST,7,5/27/21,English,9,10,8,10,Right direction,4,3,,4,4,,No,No,10,5,8,9,8,8,10,Male,32,english,Asian,No,No,Rent,Yes,Job,"Less than $10,000",Yes,2 yrs,Walk,
2021/07/14 9:52:51 AM EST,6,5/26/21,English,8,8,9,10,Right direction,5,3,,5,5,4,"Yes, more than once",No,10,9,10,10,10,10,8,Male,42,English,White,No,No,Own,No,,"$200,000 or more",No,4 1/2 yo.,Walk;Public transit,
2021/07/14 9:55:52 AM EST,4,5/29/21,English,8,9,8,8,Right direction,5,2,3,3,4,5,"Yes, more than once","Yes, once",2,9,8,10,8,7,7,Female,33,English,White,No,No,Own,No,,"$200,000 or more",No,5 years,Walk;Bike;Public transit;Car,
2021/07/14 9:59:02 AM EST,5,5/29/21,English,5,6,8,7,Not sure,4,2,,3,4,5,"Yes, once",No,7,7,9,8,7,9,8,Male,58,English,White,No,No,Own,No,cost of housing ,"$200,000 or more",No,20 years,Walk;Bike;Public transit;Car,
2021/07/14 10:01:28 AM EST,4,5/29/21,English,8,8,9,9,Right direction,5,3,3,4,4,4,No,No,8,8,7,7,7,8,8,Female,45,"Chinese, English",Asian,No,Yes,Own,No,,"$50,000 to 74,999",No,,Car,
2021/07/14 10:04:30 AM EST,5,5/26/21,English,6,7,8,7,Right direction,4,2,,1,3,4,"Yes, once",No,3,6,7,7,6,7,5,Female,42,English,White,No,No,Own,No,,"$100,000 to $149,999",No,19 yrs,Public transit,
2021/07/14 10:09:10 AM EST,6,5/29/21,English,9,10,8,8,Right direction,5,1,5,5,2,3,"Yes, once","Yes, more than once",8,10,10,7,5,10,10,Male,63,English,White,No,No,Own,No,,"$100,000 to $149,999",No,6 yrs,Car,"Tufts, The landlords of student homes on college are do not take care of properties. Students are filthy with porcites and yards"
2021/07/14 10:13:27 AM EST,3,,English,6,7,4,5,Wrong track,3,3,3,3,1,3,"Yes, more than once","Yes, more than once",7,7,8,7,3,9,5,Male,42,Eng,White,No,No,Own,Yes,Too much bureaucracy involved in pulling permits + maintaining homes. Houses are run down due to this,"$200,000 or more",No,7 yrs,Walk,
2021/07/14 10:15:40 AM EST,4,5/28/21,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHAT A WASTE OF MY TAX DOLLARS
2021/07/14 10:17:39 AM EST,2,,English,7,7,6,7,Not sure,5,1,3,3,2,5,"Yes, more than once",No,9,8,10,9,6,10,9,Female,79,English,White,No,No,Own,No,,"$100,000 to $149,999",No,47 yrs,Walk;Car,
2021/07/14 10:22:38 AM EST,3,5/27/21,English,6,8,5,5,Not sure,5,1,3,2,2,4,No,No,7,5,4,8,5,5,6,Female,25,English,White,No,No,Rent,Yes,Housing cost - want to buy,"$100,000 to $149,999",No,7 years,Walk;Bike;Public transit;Car,
2021/07/14 10:25:16 AM EST,7,5/29/21,English,8,8,9,9,Right direction,5,5,5,5,5,5,No,No,10,9,10,10,9,10,9,Female,63,,Black/African American,Yes,Yes,Rent,No,,"$25,000 to $49,999",No,19 years,Public transit,
2021/07/14 10:29:07 AM EST,5,6/29/21,English,8,8,9,5,Right direction,5,1,4,3,4,4,"Yes, more than once",No,8,8,10,8,4,9,9,Female,78,English,White,No,No,Own,No,,"$100,000 to $149,999",No,,Walk;Public transit;Car,How many time do I have to take this survey? This is the second time with in a month.
2021/07/14 10:32:14 AM EST,4,5/27/21,English,3,3,5,3,Not sure,4,2,,4,1,,No,No,9,5,9,8,6,8,7,Female,41,English,White,No,No,Rent,Yes,would like to own,"$100,000 to $149,999",No,3 yrs,Walk;Car,
2021/07/14 10:35:35 AM EST,2,5/26/21,English,10,10,8,8,Not sure,3,3,,4,2,5,No,No,7,8,10,9,8,7,8,Male,33,English,White,No,No,Rent,No,,"$150,000 to 200,000",No,1 yr.,Walk;Bike;Car,
2021/07/14 10:38:55 AM EST,6,6/10/21,English,6,6,8,8,Right direction,4,3,5,2,2,4,"Yes, once","Yes, once",4,7,6,8,7,8,7,Female,26,"English, Spanish",White,Yes,No,Rent,Yes,Rent is expensive,"$150,000 to 200,000",No,4 years,Public transit,
2021/07/14 10:43:02 AM EST,1,,English,6,6,6,7,Right direction,3,1,3,3,4,2,No,No,4,5,7,9,9,9,6,Male,27,English,White,No,No,Rent,No,,"$100,000 to $149,999",No,2.5 years,Public transit,
2021/07/14 10:47:14 AM EST,3,6/12/21,English,5,8,4,9,Wrong track,3,1,4,5,2,2,No,"Yes, more than once",1,3,3,5,4,9,5,Female,69,English,White,Yes,No,Rent,No,,"$25,000 to $49,999",No,69 year,Car,
2021/07/14 10:52:05 AM EST,4,6/19/21,English,8,8,9,9,Wrong track,5,1,,3,3,,"Yes, more than once",No,6,6,7,9,6,10,2,Female,59,,,Yes,No,Own,No,,,,since 1988,Public transit;Car,Developers are out pricing Artists. Please keep Somerville affordable. Ride share^
2021/07/14 10:55:29 AM EST,5,6/10/21,English,10,10,8,8,Right direction,5,1,,3,2,4,"Yes, more than once",No,2,4,6,6,1,8,6,Female,37,English,White,No,Yes,Own,Yes,get a yard for kids,"$200,000 or more",No,2 years,Walk;Car,
2021/07/14 10:57:55 AM EST,3,6/12/21,English,10,10,10,10,Right direction,5,3,5,4,5,5,"Yes, once",No,6,10,9,10,10,10,10,Female,42,English,White,No,Yes,Own,No,,"$150,000 to 200,000",No,,Walk,
2021/07/14 11:00:41 AM EST,5,,English,10,9,9,10,Right direction,5,1,5,3,3,4,"Yes, more than once","Yes, more than once",2,8,10,8,8,10,10,Male,66,English,White,No,No,Own,No,,"$100,000 to $149,999",No,35,Bike,
2021/07/14 11:28:31 AM EST,6,6/17/21,,8,8,8,9,Not sure,4,3,4,4,3,4,No,No,8,10,10,9,9,9,8,Male,50,English,White,No,No,Own,No,,"$200,000 or more",No,,Bike;Car,
2021/07/14 11:35:16 AM EST,2,6/18/21,English,5,8,5,9,Wrong track,,2,5,5,5,3,"Yes, once",No,3,8,8,10,10,9,9,Female,Over 60,English,White,No,No,Rent,No,,"$10,000 to $24,999",No,20 years,Car,Except for rats!
2021/07/14 11:37:09 AM EST,6,6/17/21,English,8,8,9,9,Not sure,2,1,,,2,3,"Yes, more than once",No,9,8,,,,,,,,,,,,,,,,,,,
2021/07/14 11:40:22 AM EST,6,6/18/21,English,8,3,6,7,Not sure,5,1,3,3,3,3,No,No,6,9,8,9,8,3,8,Male,31,English,White,No,No,Rent,Yes,$$$$,"$75,000 to $99,999",Yes,,Walk;Public transit;Car,
2021/07/14 11:43:16 AM EST,4,6/18/21,English,8,8,8,7,Right direction,4,2,4,2,4,4,No,No,9,9,7,7,7,8,7,Female,34,English,Asian,No,No,Rent,No,Maybe if the rent rises too much,"$25,000 to $49,999",No,10 years,Walk;Public transit,
2021/07/14 11:47:46 AM EST,1,6/18/21,English,9,8,7,4,Right direction,4,4,3,4,4,2,No,No,8,8,5,7,5,10,8,Female,36,English,White,No,No,Own,Yes,suburbs,"$150,000 to 200,000",No,1.5 yrs,Car,
2021/07/14 11:51:38 AM EST,1,6/18/21,English,8,7,7,6,Not sure,4,2,3,4,4,3,"Yes, more than once",No,7,7,8,7,7,8,8,Male,52,English,White,No,No,Rent,Yes,To move to a house,"$200,000 or more",No,4 years,Walk;Public transit;Car,
2021/07/14 11:55:23 AM EST,3,6/18/21,English,6,4,3,7,Wrong track,4,1,2,3,2,4,"Yes, once","Yes, more than once",8,7,10,7,5,4,7,Male,45,English,White,No,Yes,Own,No,,"$200,000 or more",No,19 years,Bike;Car,
2021/07/14 11:58:15 AM EST,2,6/18/21,English,7,6,7,7,Wrong track,4,1,,1,3,4,"Yes, once",No,6,5,10,8,8,8,,Female,38,,,No,No,Rent,,,"$75,000 to $99,999",No,4 yrs,Walk;Public transit,
2021/07/14 12:05:40 PM EST,7,6/21/21,English,8,8,3,4,Wrong track,5,1,2,5,4,3,"Yes, more than once",No,7,9,8,8,2,7,1,Female,N/A Privacy,English,White,No,No,Own,No,,"$200,000 or more",No,,Walk,"Circled ""access City services"": Access or get meaningful help(Live someone cares) 
Notes: * Building Dept. really uncaring and not helpful
             * City response to reporting rats not helpful
            * Dilboy pool hours horrible, 2+ hours daily to clean pool - joke
"
2021/07/14 12:09:02 PM EST,2,6/18/21,English,7,7,7,8,Right direction,5,2,3,3,2,5,No,No,9,9,9,9,6,7,7,Female,40,English,White,Yes,No,Rent,Yes,Housing costs,"$50,000 to 74,999",No,22 years,Walk;Car,
2021/07/14 12:12:49 PM EST,1,,Portugese,10,,,,Right direction,5,5,5,5,5,5,No,No,,10,10,10,10,10,10,Female,79,Portugues Brazie,White,No,No,,No,,,No,,Walk,
2021/07/14 12:38:09 PM EST,2,6/1/21,English,7,8,10,9,Right direction,5,4,,4,5,,"Yes, more than once",No,9,8,7,7,6,10,7,Male,32,English,White,No,No,Rent,No,,"$200,000 or more",No,1 year,Car,
2021/07/14 12:42:03 PM EST,4,6/1/21,English,7,6,7,9,Right direction,4,3,,4,4,2,"Yes, once",No,6,4,8,9,7,7,,Male,32,"English, Spanish",Hispanic/Latino;White,No,No,Rent,Yes,Buy a home,"$150,000 to 200,000",No,2 yrs,Walk;Bike;Public transit;Car,
2021/07/14 12:45:14 PM EST,7,6/1/21,English,6,8,8,8,Right direction,4,2,2,4,3,3,"Yes, once",No,9,8,9,7,7,7,7,Male,47,English,White,No,No,Own,No,,"$200,000 or more",No,10 yrs,Car,
2021/07/14 12:48:59 PM EST,5,5/29/21,English,5,5,7,8,Wrong track,,,,5,2,1,"Yes, more than once",No,3,5,6,5,7,10,9,Male,72,English,White,Yes,No,Own,No,,"$50,000 to 74,999",No,,Walk;Public transit;Car,
2021/07/14 12:53:28 PM EST,6,6/1/21,English,8,8,6,6,Right direction,5,1,3,4,2,5,"Yes, more than once",No,8,7,10,7,7,4,9,Female,66,English,White,No,No,Rent,Yes,retirement ,"$75,000 to $99,999",No,20 years,Walk;Public transit;Car,
2021/07/14 12:56:38 PM EST,5,6/1/21,English,10,9,1,2,Wrong track,3,1,1,1,2,2,"Yes, more than once",No,1,4,1,7,1,2,6,Non-binary,30,English,,No,No,Rent,Yes,I feel unsafe,"$75,000 to $99,999",No,8 yrs,Bike;Public transit,
2021/07/14 12:59:52 PM EST,1,6/1/21,English,8,9,7,7,,5,3,5,5,3,5,"Yes, more than once","Yes, more than once",8,10,8,9,7,9,7,Male,57,Portuguese English,Hispanic/Latino,No,No,Own,No,,"$25,000 to $49,999",No,26 years,Car,
2021/07/14 1:04:37 PM EST,7,6/1/21,English,7,8,9,9,Not sure,4,3,,4,4,,No,No,10,7,10,10,10,8,8,Male,25,English,White,No,No,Rent,Yes,Commute too long,"$200,000 or more",No,1 yr.,Walk;Public transit;Car,
2021/07/14 1:10:50 PM EST,6,6/10/21,English,6,6,8,7,Right direction,3,2,4,4,4,2,No,No,8,8,8,6,6,7,7,Female,84,English,White,Yes,No,Own,No,,"$100,000 to $149,999",No,since 1976,Car,
2021/07/14 1:14:55 PM EST,6,6/2/21,English,8,8,9,9,Not sure,3,3,,3,4,4,No,No,6,9,8,9,9,8,9,Female,28,English + Vietnamese,Asian,No,No,Own,No,,"$200,000 or more",No,2 years,Public transit,
2021/07/14 1:18:46 PM EST,4,6/1/21,English,5,7,4,4,Not sure,4,1,3,3,1,3,No,No,6,4,6,4,2,6,7,Female,47,English,White,No,No,Own,Yes,Too crowded and noisy,"$200,000 or more",No,1 year,Walk,
2021/07/14 1:21:55 PM EST,3,5/29/21,English,1,1,2,3,Wrong track,1,1,2,5,1,2,No,No,1,1,1,3,1,9,1,Female,70+,English,White,Yes,No,Rent,No,,,No,,Walk;Public transit,
2021/07/14 1:24:16 PM EST,6,6/2/21,English,6,7,8,8,Right direction,3,2,3,4,3,5,No,No,7,8,8,10,10,4,6,Female,30,English,White,No,No,Rent,Yes,Buy a home,"$200,000 or more",No,5 yrs,Walk;Public transit;Car,
2021/07/19 8:15:51 AM EST,6,6/17/21,English,8,8,8,8,Right direction,1,4,4,4,4,4,"Yes, more than once",No,10,7,10,10,10,8,1,Female,27,English,Asian,No,No,Own,No,,"$200,000 or more",No,2 years,Car,
2021/07/19 8:18:55 AM EST,3,6/17/21,English,10,7,10,9,Right direction,4,3,,4,5,5,No,No,8,10,10,10,10,10,8,Female,29,English,White,No,No,Rent,No,,"$100,000 to $149,999",No,6 mo.,Walk;Car,
2021/07/19 8:22:44 AM EST,2,,English,8,8,8,7,Wrong track,3,4,3,5,5,5,"Yes, more than once",No,10,10,10,8,8,10,10,Female,36,English,White,No,Yes,Own,No,,"$200,000 or more",No,11 years ,Walk,
2021/07/19 8:26:31 AM EST,3,6/2/21,English,4,2,8,7,Not sure,3,2,3,4,1,3,No,No,3,9,8,8,7,8,6,Male,27,1,White,No,No,Rent,Yes,Graduating,"$25,000 to $49,999",,3 yrs.,Walk;Car,
2021/07/19 8:32:58 AM EST,3,6/2/21,English,6,6,6,6,Right direction,3,2,3,2,2,4,"Yes, once","Yes, once",2,5,4,4,4,6,5,Female,34,English,Asian,No,Yes,Own,No,,"$150,000 to 200,000",No,11 years,Bike,* Easier access to inspection team - give them more resources! 
2021/07/19 8:36:35 AM EST,7,6/2/21,English,7,7,9,4,Right direction,4,2,4,3,2,4,No,No,4,9,4,8,7,9,7,Female,44,English,White,No,No,Own,No,,"$150,000 to 200,000",No,,Car,
2021/07/19 8:40:26 AM EST,5,6/2/21,Spanish,8,8,9,8,Not sure,3,1,4,3,2,4,"Yes, more than once","Yes, once",7,7,5,8,8,9,9,Male,46,English,White,No,Yes,Rent,No,,"$100,000 to $149,999",No,18 yrs.,Bike,
2021/07/19 8:44:32 AM EST,2,5/28/21,English,6,6,9,10,Right direction,3,1,5,3,1,3,"Yes, more than once",No,6,9,10,9,6,7,7,Female,56,English,all of the above,No,No,Own,No,I love Somerville,"$10,000 to $24,999",No,20 yrs,Car,
2021/07/19 8:55:29 AM EST,6,6/1/21,English,7,7,5,8,Wrong track,5,1,,3,3,,,,3,2,8,8,8,3,6,Female,51,English,White,No,No,Rent,,maybe - cost of living,"$50,000 to 74,999",No,20 years,Walk;Car,"too pricey, to much development. 
seems residents are @ the mercy of developers. 
What happened to city employee who struck + killed pedestrian? seems hushed. 
Bring back porch fest!!
too many cyclists + drivers do not stop
removing car lanes has created more stressed drivers who make bad decisions
lines of vision disrupted by some bike lanes + pkg"
2021/07/19 8:58:49 AM EST,6,6/1/21,English,8,8,9,9,Right direction,5,2,,3,4,5,"Yes, more than once",No,8,5,9,9,9,9,9,Female,79,English,White,No,No,Own,No,,"$100,000 to $149,999",No,19 years,Walk;Public transit;Car,
2021/07/19 9:05:18 AM EST,7,6/1/21,Haitian Creole,,,,,,,,,,,,,,,,10,10,10,,10,Female,66,Creol/ Haitien,White,Yes,No,,No,,,No,6,Public transit,"I love apartment housing
Apartment housing"
2021/07/19 9:09:19 AM EST,7,6/1/21,English,8,8,,8,Right direction,5,2,3,3,1,5,"Yes, more than once",No,4,6,7,8,7,3,9,Female,32,"English, Hindi",Asian,No,No,Rent,No,,"$100,000 to $149,999",No,2 years,Walk;Bike;Public transit,
2021/07/19 9:16:23 AM EST,6,5/26/21,English,9,8,9,9,Right direction,4,3,3,2,3,5,"Yes, more than once",No,4,7,8,8,8,8,8,Female,35,English,White,No,Yes,Own,No,,"$200,000 or more",No,6 years,Walk;Bike;Public transit;Car,
2021/07/19 9:21:25 AM EST,2,6/18/21,English,7,7,9,8,Right direction,4,2,,3,3,4,"Yes, once",No,4,7,5,7,6,8,8,Female,40,English,White,No,No,Own,No,,"$150,000 to 200,000",No,3 yrs.,Walk;Public transit;Car,
2021/07/19 9:25:52 AM EST,3,6/17/21,English,9,9,2,6,Right direction,5,1,,2,1,1,"Yes, once",No,4,5,9,2,3,7,8,Female,34,English,White,No,No,Rent,Yes,"Want to buy a house, can't afford here. Too many people, too close together","$100,000 to $149,999",No,1 year,Car,
2021/07/19 9:29:30 AM EST,5,6/1/21,English,8,7,9,8,Right direction,4,3,4,4,4,5,No,No,8,8,9,7,8,8,7,Female,15,English,White,No,Yes,Own,No,,"$150,000 to 200,000",Yes,15 years,Walk;Bike;Public transit,
2021/07/19 9:33:51 AM EST,3,6/1/21,English,7,6,7,8,Right direction,4,1,,3,2,4,No,"Yes, once",3,6,8,7,3,6,7,Male,33,English,White,No,No,Rent,Yes,cost of housing - unobtainable even at our income bracket!,"$150,000 to 200,000",No,5 years,Walk;Bike,
2021/07/19 9:45:18 AM EST,4,6/1/21,English,2,9,5,6,Wrong track,2,1,4,2,3,4,No,No,2,9,2,8,6,5,3,Female,71,English,White,Yes,No,Rent,Yes,"There's got to be a better, more affordable place!","$25,000 to $49,999",No,30 years,Walk;Car,"#1. Because of the Republicans
#9. Because most drivers are still using hand-held phones
#11 Why don't you ask about parking? you put in bike routes (which I rarely see anyone use) and bus routes, which are not frequently used. I can't go to some of my usual/favorite shops because of the complete lack of parking now.
#11 Especially when Somerville rents were low - which they aren't now!"
2021/07/19 9:49:00 AM EST,3,6/1/21,English,9,9,9,9,Right direction,4,4,,4,3,,No,No,9,8,,7,7,9,,Female,,English,White,No,No,Rent,No,,"$10,000 to $24,999",No,8 yrs,Car,#11 Don't walk at night
2021/07/19 9:52:42 AM EST,7,5/28/21,English,10,10,8,7,Right direction,5,5,4,5,2,,"Yes, more than once","Yes, once",5,7,8,9,8,10,8,Male,50+ ,2,White,No,Yes,Own,No,,"$150,000 to 200,000",No,15+,Car,
2021/07/19 9:56:49 AM EST,3,6/2/21,English,3,7,3,4,,3,1,2,1,2,3,"Yes, once",No,4,5,4,5,2,2,4,Female,30,English,White,No,No,Rent,Yes,"Cost of living, too crowded","$75,000 to $99,999",No,8 years,Walk;Bike,
2021/07/19 9:59:56 AM EST,6,5/27/21,English,7,6,10,10,Right direction,5,1,5,5,5,5,No,No,1,10,10,10,10,7,10,Female,59,English,White,Yes,No,Rent,No,,"$10,000 to $24,999",No,9 yrs,Walk;Public transit,
2021/07/19 10:19:19 AM EST,3,5/27/21,English,6,3,10,8,Right direction,4,2,3,3,4,4,"Yes, more than once","Yes, once",8,9,9,8,8,3,7,Male,70,English,White,No,No,,No,,"$10,000 to $24,999",No,45 yrs,Walk;Car,
2021/07/19 10:23:49 AM EST,3,5/27/21,English,5,6,8,9,Not sure,5,1,4,3,3,5,No,"Yes, once",7,7,7,7,7,8,9,Female,67,English,White,No,No,Rent,No,,"$10,000 to $24,999",No,45 years,Walk;Public transit,
2021/07/19 10:26:56 AM EST,7,5/27/21,English,7,8,10,8,Right direction,5,1,3,3,2,4,"Yes, once","Yes, more than once",4,8,10,8,6,7,10,Female,50,English,White,No,No,Own,No,,"$75,000 to $99,999",No,,Walk;Public transit;Car,
2021/07/19 10:29:36 AM EST,6,5/26/21,English,8,9,8,9,Right direction,4,2,4,2,3,5,"Yes, more than once","Yes, more than once",8,9,7,8,9,10,7,Female,52,English,White,No,Yes,Own,No,,"$200,000 or more",No,9 years,Walk;Car,
2021/07/19 10:32:47 AM EST,5,5/28/21,English,10,10,10,10,Right direction,4,3,3,3,4,5,"Yes, more than once",No,8,8,6,8,8,8,8,Female,75,english,White,No,No,,No,,"$100,000 to $149,999",No,15 yrs,Walk;Car,
2021/07/19 10:36:34 AM EST,1,,English,4,5,4,5,Not sure,1,1,2,3,1,1,No,No,4,4,5,5,6,4,1,Female,34,English,White,No,No,Rent,Yes,Move to more affordable,"$150,000 to 200,000",No,18 months,Walk;Car,
2021/07/19 10:42:01 AM EST,4,5/26/21,English,10,10,10,10,Right direction,5,,5,,5,,,,,,,,10,10,10,,32,English,White,No,No,Rent,No,,,Yes,2 years,Walk;Bike;Public transit;Car,"#5 !Yes
#9 - depends which street. some very safe, others, not safe 
#13 Love the trees the city planted"
2021/07/19 10:46:08 AM EST,1,6/26/21,English,7,9,7,7,Wrong track,3,2,1,4,3,3,"Yes, once",No,8,8,8,8,8,8,7,Male,59,English,Black/African American,No,Yes,Own,Yes,School,"$75,000 to $99,999",No,10 yrs,Public transit,
2021/07/19 10:50:23 AM EST,4,5/26/21,English,9,9,9,8,Right direction,4,4,,4,4,,No,No,9,7,9,10,9,8,9,Male,24,English,White,No,No,Rent,No,,"$150,000 to 200,000",No,12 months,Car,
2021/07/19 10:53:51 AM EST,5,5/28/21,English,9,9,9,9,Right direction,5,5,5,5,5,5,"Yes, once",No,8,10,10,9,9,9,9,Female,32,English,Asian;White,No,Yes,Own,Yes,Professional,"$150,000 to 200,000",No,3+ years,Car,
2021/07/19 10:56:45 AM EST,1,,English,5,3,1,3,Wrong track,3,1,3,5,1,3,No,"Yes, once",3,7,7,7,8,2,4,Female,34,English,White,No,No,Rent,Yes,cost is too high,"$150,000 to 200,000",No,2 years,Walk;Car,
2021/07/19 10:59:41 AM EST,6,5/29/21,English,1,8,9,10,Not sure,5,,5,5,5,,No,No,2,9,1,9,10,10,10,Male,73,English,,Yes,No,,No,,"$10,000 to $24,999",No,50 years,Car,
2021/07/19 11:03:09 AM EST,1,5/29/21,English,8,8,9,9,Right direction,5,5,5,5,3,3,No,No,2,5,8,8,8,9,9,Female,69,English,White,Yes,No,Rent,No,,"Less than $10,000",No,10 yrs,Walk;Public transit,
2021/07/19 11:06:16 AM EST,3,,English,7,7,7,8,Right direction,4,1,3,3,2,2,"Yes, once","Yes, more than once",6,8,8,7,7,7,6,Female,42,English/Dutch,White,No,Yes,Own,No,,"$200,000 or more",No,17 years,Walk;Bike;Car,
2021/07/19 11:09:32 AM EST,5,5/29/21,English,8,8,9,8,Right direction,5,3,3,3,3,4,No,No,6,8,9,9,8,9,9,Female,33,English,White,No,No,Rent,Yes,need more space,"$200,000 or more",No,6 years,Walk;Car,
2021/07/19 11:13:25 AM EST,2,5/27/21,English,8,7,9,10,Right direction,4,1,5,2,5,5,No,No,10,10,8,10,10,7,9,Female,31,English,White,Yes,No,Rent,No,,"$25,000 to $49,999",Yes,4 years,Walk;Bike;Public transit,
2021/07/19 11:16:11 AM EST,3,5/27/21,English,10,10,10,10,,5,4,4,5,3,5,No,No,8,8,10,10,8,10,10,Female,58,Greek/English,White,No,No,Rent,No,,"$150,000 to 200,000",No,3 years,Car,
2021/07/19 11:19:38 AM EST,2,5/27/21,English,8,8,8,7,Right direction,4,1,,3,4,,,"Yes, once",6,8,10,9,8,8,8,Male,33,English,White,No,No,Rent,Yes,Too expensive poor access to subway,"$100,000 to $149,999",No,~3 years,Walk;Bike;Car,
2021/07/19 11:23:44 AM EST,3,5/27/21,English,6,8,9,9,Right direction,5,2,4,4,3,3,"Yes, more than once","Yes, once",7,6,9,6,7,8,8,Male,67,Eng,White,No,Yes,Own,No,son in school,"$75,000 to $99,999",No,38 yr,Walk;Bike,
2021/07/19 11:26:58 AM EST,7,5/27/21,English,8,8,8,9,,4,2,4,4,4,4,"Yes, more than once",No,9,9,8,9,9,9,8,Male,58,English,White,No,No,Own,No,,"$25,000 to $49,999",No,,Car,
2021/07/19 11:31:00 AM EST,7,5/27/21,English,4,6,7,7,Right direction,5,1,4,2,3,4,No,No,9,7,7,8,6,3,6,Male,36,English,White,No,No,Rent,No,,"$75,000 to $99,999",No,5 years,Walk;Car,#12 But I'd like to do more of
2021/07/19 11:33:53 AM EST,1,5/27/21,English,8,8,9,9,Not sure,3,3,4,4,3,4,No,No,8,10,9,8,8,7,8,Female,Over 50,English,Black/African American,No,No,Rent,No,,"$25,000 to $49,999",No,33 yrs,Walk;Public transit,
2021/07/19 11:37:17 AM EST,6,5/27/21,English,2,2,10,10,Not sure,5,2,5,5,4,2,"Yes, once",No,7,8,8,9,10,9,10,Male,32,English,White,No,No,,No,,"$10,000 to $24,999",No,8 years,Walk;Bike,
2021/07/19 11:45:30 AM EST,6,6/8/21,English,6,7,10,10,Not sure,5,1,3,3,3,4,No,No,7,5,7,7,7,7,7,Female,38,English,White,No,No,Rent,Yes,to buy a home - love Somerville but want afford to buy home,"$150,000 to 200,000",No,9 years,Walk;Public transit;Car,Road diets make it hard to get around on cars a punish residnets
2021/07/19 11:48:51 AM EST,4,6/2/21,English,8,8,9,10,Right direction,4,3,4,4,,2,"Yes, once","Yes, once",8,8,9,6,4,10,9,Female,31,English,White;Native American,No,Yes,Own,No,,"$150,000 to 200,000",No,3 years,Walk;Car,
2021/07/19 11:51:39 AM EST,1,6/2/21,English,8,9,7,8,Not sure,4,1,4,5,2,3,"Yes, once","Yes, once",8,7,8,9,2,8,6,Male,34,English,White,No,Yes,Rent,Yes,Rotation for work to new city,"$100,000 to $149,999",Yes,1 year,Walk;Car,
2021/07/19 11:55:16 AM EST,4,6/8/21,English,4,2,7,7,Right direction,3,2,,3,3,3,"Yes, once",No,6,7,6,6,4,5,5,Male,69,English,White,Yes,No,Rent,No,,"Less than $10,000",No,21,Walk;Public transit,
2021/07/22 7:35:18 AM EST,5,6/1/21,English,10,10,8,10,Right direction,4,3,4,1,5,,"Yes, more than once",No,8,9,9,9,9,10,8,Female,,,,No,,Own,No,,"$75,000 to $99,999",No,30 years,Car,
